text,label,subtype
"I worry frequently and it lowers my mood.",mixed_anxiety_primary,worry_with_low_mood
"I feel pessimistic while also slightly uneasy.",mixed_depression_primary,pessimistic_anxiety
"I can’t clearly identify which emotion stands out most.",mixed_balanced,emotional_confusion
"I feel emotionally flat during conversations.",depression_primary,emotional_flatness
"My schedule was full but normal overall.",neutral,everyday_stress
"My worries repeat until sadness appears.",mixed_anxiety_primary,rumination_and_sadness
"I feel low while worrying about future responsibilities.",mixed_depression_primary,sadness_with_worry
"My emotions drift between calm and unsettled.",mixed_balanced,fluctuating_mood
"I overanalyze messages before sending them.",anxiety_primary,overthinking
"I feel disconnected from hobbies lately.",depression_primary,loss_of_interest
"I’m wondering if others reflect this much about their day.",neutral,reassurance_seeking
"My thoughts move quickly while I feel emotionally drained.",mixed_anxiety_primary,anxious_exhaustion
"My energy drops while my mind predicts problems.",mixed_depression_primary,low_energy_overthinking
"I feel both stress and sadness equally present.",mixed_balanced,stress_and_low_mood_equal
"My muscles tighten when thinking ahead.",anxiety_primary,physical_tension
"I feel emotionally muted even during positive moments.",depression_primary,emotional_flatness
"I reflected on small improvements I made today.",neutral,self_reflection
"I worry and feel emotionally heavy at the same time.",mixed_anxiety_primary,worry_with_low_mood
"I expect small setbacks even without clear reasons.",mixed_depression_primary,pessimistic_anxiety
"My feelings seem tangled together.",mixed_balanced,emotional_confusion
"I hesitate because outcomes feel uncertain.",anxiety_primary,uncertainty
"I find it difficult to get started this morning.",depression_primary,low_motivation
"I felt temporarily drained but recovered after resting.",neutral,temporary_tiredness
"My thoughts keep racing and leave me tired.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while anticipating possible issues.",mixed_depression_primary,sadness_with_worry
"My mood gently rises and falls.",mixed_balanced,fluctuating_mood
"I picture different future scenarios repeatedly.",anxiety_primary,worry_future
"I feel less excitement about upcoming plans.",depression_primary,loss_of_interest
"My day included ordinary pressures and routines.",neutral,everyday_stress
"My worries slowly blend into sadness.",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic about small uncertainties.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness balancing each other.",mixed_balanced,stress_and_low_mood_equal
"My jaw tightens when waiting for replies.",anxiety_primary,physical_tension
"I feel emotionally distant from positive news.",depression_primary,emotional_flatness
"I thought about how my habits shaped today.",neutral,self_reflection
"I worry frequently and feel emotionally tired afterward.",mixed_anxiety_primary,worry_with_low_mood
"My thoughts stay active despite low energy.",mixed_depression_primary,low_energy_overthinking
"I feel unsure how to describe my emotions.",mixed_balanced,emotional_confusion
"I question whether I chose correctly earlier.",anxiety_primary,uncertainty
"I delay tasks because motivation feels low.",depression_primary,low_motivation
"I’m looking for reassurance that this tiredness is normal.",neutral,reassurance_seeking
"My thinking feels nonstop and exhausting.",mixed_anxiety_primary,anxious_exhaustion
"I feel low while worrying about future plans.",mixed_depression_primary,sadness_with_worry
"My emotions fluctuate slightly during conversations.",mixed_balanced,fluctuating_mood
"I replay interactions wondering how they sounded.",anxiety_primary,overthinking
"I feel detached from activities around me.",depression_primary,loss_of_interest
"I handled responsibilities but felt mentally busy.",neutral,everyday_stress
"My worries repeat and lower my mood.",mixed_anxiety_primary,rumination_and_sadness
"I expect difficulties even when things seem fine.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness equally strong.",mixed_balanced,stress_and_low_mood_equal
"My stomach tightens when thinking about deadlines.",anxiety_primary,physical_tension
"I feel emotionally flat throughout the afternoon.",depression_primary,emotional_flatness
"I’m simply tired after finishing daily errands.",neutral,temporary_tiredness
"I feel worried and emotionally drained together.",mixed_anxiety_primary,worry_with_low_mood
"My energy stays low while thoughts remain busy.",mixed_depression_primary,low_energy_overthinking
"My feelings feel mixed and unclear.",mixed_balanced,emotional_confusion
"I feel uncertain about future outcomes.",anxiety_primary,uncertainty
"I struggle to build momentum with tasks.",depression_primary,low_motivation
"I reviewed my day and noticed small successes.",neutral,self_reflection
"My mind races while my mood feels heavy.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad and uneasy thinking ahead.",mixed_depression_primary,sadness_with_worry
"My mood shifts gently between calm and low.",mixed_balanced,fluctuating_mood
"I keep imagining what might go wrong.",anxiety_primary,worry_future
"I notice reduced interest in entertainment.",depression_primary,loss_of_interest
"I’m checking whether others also feel mentally busy.",neutral,reassurance_seeking
"My worries cycle until sadness follows.",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic even about small decisions.",mixed_depression_primary,pessimistic_anxiety
"I feel balanced between stress and sadness.",mixed_balanced,stress_and_low_mood_equal
"My neck tightens when planning ahead.",anxiety_primary,physical_tension
"I feel emotionally quiet despite good moments.",depression_primary,emotional_flatness
"I thought about what went well today.",neutral,self_reflection
"I worry frequently and feel emotionally heavy.",mixed_anxiety_primary,worry_with_low_mood
"My thoughts remain active while energy feels low.",mixed_depression_primary,low_energy_overthinking
"My emotions feel layered and complex.",mixed_balanced,emotional_confusion
"I hesitate when outcomes seem unclear.",anxiety_primary,uncertainty
"I find starting tasks harder than usual.",depression_primary,low_motivation
"My day felt routine but tiring.",neutral,everyday_stress
"My thinking feels constant and draining.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while worrying about responsibilities.",mixed_depression_primary,sadness_with_worry
"My mood moves slightly throughout the evening.",mixed_balanced,fluctuating_mood
"I rethink conversations hours later.",anxiety_primary,overthinking
"I feel disconnected from things I once enjoyed.",depression_primary,loss_of_interest
"I’m simply tired after completing routine work.",neutral,temporary_tiredness
"My worries repeat until I feel emotionally low.",mixed_anxiety_primary,rumination_and_sadness
"I expect setbacks even when things seem stable.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness sharing equal weight.",mixed_balanced,stress_and_low_mood_equal
"My body feels tense when anticipating events.",anxiety_primary,physical_tension
"I feel emotionally muted during social time.",depression_primary,emotional_flatness
"I spent time reflecting quietly this evening.",neutral,self_reflection
"I feel worried while emotionally worn down.",mixed_anxiety_primary,worry_with_low_mood
"My energy remains low while thoughts stay active.",mixed_depression_primary,low_energy_overthinking
"My emotions feel blended together today.",mixed_balanced,emotional_confusion
"I keep thinking about future possibilities even when relaxing.",anxiety_primary,worry_future
"I feel emotionally quiet even during lively conversations.",depression_primary,emotional_flatness
"My responsibilities felt normal but slightly draining today.",neutral,everyday_stress
"My worries and low mood seem to appear together.",mixed_anxiety_primary,worry_with_low_mood
"I feel uneasy and pessimistic about small plans.",mixed_depression_primary,pessimistic_anxiety
"My emotions feel unclear and hard to separate.",mixed_balanced,emotional_confusion
"I replay simple decisions long after making them.",anxiety_primary,overthinking
"It takes longer than usual to start daily tasks.",depression_primary,low_motivation
"I’m just checking if others also question their feelings this much.",neutral,reassurance_seeking
"My thoughts circle worries until I feel sad.",mixed_anxiety_primary,rumination_and_sadness
"I feel low while also worrying about upcoming commitments.",mixed_depression_primary,sadness_with_worry
"My mood changes gently throughout the day.",mixed_balanced,fluctuating_mood
"My muscles tense whenever deadlines come to mind.",anxiety_primary,physical_tension
"I notice less excitement toward things I planned.",depression_primary,loss_of_interest
"I reflected on how I handled challenges earlier.",neutral,self_reflection
"My thoughts move quickly while my energy feels drained.",mixed_anxiety_primary,anxious_exhaustion
"My mind stays active even though I feel tired.",mixed_depression_primary,low_energy_overthinking
"I feel stress and sadness at similar levels.",mixed_balanced,stress_and_low_mood_equal
"I feel unsure whether my choices were correct.",anxiety_primary,uncertainty
"I struggle to find motivation for routine activities.",depression_primary,low_motivation
"I felt temporarily worn out from everyday tasks.",neutral,temporary_tiredness
"My worries lower my mood without clear reason.",mixed_anxiety_primary,worry_with_low_mood
"I expect small problems even when things seem fine.",mixed_depression_primary,pessimistic_anxiety
"My emotions seem blended together today.",mixed_balanced,emotional_confusion
"I imagine possible future outcomes repeatedly.",anxiety_primary,worry_future
"I feel emotionally muted despite positive events.",depression_primary,emotional_flatness
"My day involved ordinary responsibilities and mild stress.",neutral,everyday_stress
"My worries repeat until sadness appears.",mixed_anxiety_primary,rumination_and_sadness
"I feel sad while thinking about future obligations.",mixed_depression_primary,sadness_with_worry
"My mood shifts slowly between calm and low.",mixed_balanced,fluctuating_mood
"I overthink conversations after they end.",anxiety_primary,overthinking
"I feel disconnected from hobbies I usually enjoy.",depression_primary,loss_of_interest
"I wonder if this level of reflection is typical.",neutral,reassurance_seeking
"My thoughts race while I feel emotionally heavy.",mixed_anxiety_primary,anxious_exhaustion
"My energy drops while my thoughts stay busy.",mixed_depression_primary,low_energy_overthinking
"I feel stress and sadness sharing equal weight.",mixed_balanced,stress_and_low_mood_equal
"My shoulders tighten when planning ahead.",anxiety_primary,physical_tension
"I feel emotionally flat during enjoyable moments.",depression_primary,emotional_flatness
"I reviewed my day and noticed steady progress.",neutral,self_reflection
"I feel worried and emotionally tired together.",mixed_anxiety_primary,worry_with_low_mood
"I feel pessimistic while also slightly uneasy.",mixed_depression_primary,pessimistic_anxiety
"My feelings feel tangled together.",mixed_balanced,emotional_confusion
"I hesitate because outcomes feel uncertain.",anxiety_primary,uncertainty
"I find it difficult to begin tasks this morning.",depression_primary,low_motivation
"I felt tired earlier but improved after resting.",neutral,temporary_tiredness
"My mind feels nonstop and exhausting.",mixed_anxiety_primary,anxious_exhaustion
"I feel low while anticipating possible problems.",mixed_depression_primary,sadness_with_worry
"My emotions fluctuate subtly across the day.",mixed_balanced,fluctuating_mood
"I picture challenges before events even start.",anxiety_primary,worry_future
"I feel less engaged with entertainment lately.",depression_primary,loss_of_interest
"My schedule was full yet manageable.",neutral,everyday_stress
"My worries slowly turn into sadness.",mixed_anxiety_primary,rumination_and_sadness
"I expect setbacks even without strong reasons.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness balancing each other.",mixed_balanced,stress_and_low_mood_equal
"My jaw tightens while waiting for updates.",anxiety_primary,physical_tension
"I feel emotionally distant during conversations.",depression_primary,emotional_flatness
"I spent time thinking about what went well today.",neutral,self_reflection
"I worry often and feel emotionally heavy.",mixed_anxiety_primary,worry_with_low_mood
"My thoughts stay active despite low energy.",mixed_depression_primary,low_energy_overthinking
"I struggle to identify my main emotion.",mixed_balanced,emotional_confusion
"I question whether decisions were correct.",anxiety_primary,uncertainty
"I delay starting tasks because motivation feels low.",depression_primary,low_motivation
"I’m looking for reassurance that this tiredness is temporary.",neutral,reassurance_seeking
"My thinking feels constant and draining.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while worrying about upcoming plans.",mixed_depression_primary,sadness_with_worry
"My mood moves slightly between calm and low.",mixed_balanced,fluctuating_mood
"I replay interactions wondering how they sounded.",anxiety_primary,overthinking
"I feel detached from activities around me.",depression_primary,loss_of_interest
"My day felt normal but mentally busy.",neutral,everyday_stress
"My worries repeat until my mood lowers.",mixed_anxiety_primary,rumination_and_sadness
"I expect difficulties even when things seem stable.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness equally present.",mixed_balanced,stress_and_low_mood_equal
"My stomach tightens when deadlines approach.",anxiety_primary,physical_tension
"I feel emotionally flat throughout the afternoon.",depression_primary,emotional_flatness
"I’m simply tired after completing daily errands.",neutral,temporary_tiredness
"I feel worried while emotionally drained.",mixed_anxiety_primary,worry_with_low_mood
"My energy remains low while thoughts stay busy.",mixed_depression_primary,low_energy_overthinking
"My feelings feel mixed and undefined.",mixed_balanced,emotional_confusion
"I feel uncertain about how things will turn out.",anxiety_primary,uncertainty
"I struggle to build momentum with tasks.",depression_primary,low_motivation
"I reflected quietly on my progress today.",neutral,self_reflection
"My mind races while my mood feels heavy.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad and uneasy thinking ahead.",mixed_depression_primary,sadness_with_worry
"My emotions shift gently during conversations.",mixed_balanced,fluctuating_mood
"I keep imagining what might go wrong.",anxiety_primary,worry_future
"I notice reduced enjoyment in hobbies.",depression_primary,loss_of_interest
"I’m checking if others feel this mentally busy.",neutral,reassurance_seeking
"My worries cycle until sadness follows.",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic about minor uncertainties.",mixed_depression_primary,pessimistic_anxiety
"I feel balanced between stress and sadness.",mixed_balanced,stress_and_low_mood_equal
"My neck tightens when anticipating outcomes.",anxiety_primary,physical_tension
"I feel emotionally quiet despite good news.",depression_primary,emotional_flatness
"I thought about how today compared to yesterday.",neutral,self_reflection
"I worry frequently and feel emotionally heavy.",mixed_anxiety_primary,worry_with_low_mood
"My thoughts remain active while energy feels low.",mixed_depression_primary,low_energy_overthinking
"My emotions feel layered and complex.",mixed_balanced,emotional_confusion
"I hesitate when outcomes seem unclear.",anxiety_primary,uncertainty
"I find starting tasks harder than usual.",depression_primary,low_motivation
"My routine responsibilities felt slightly tiring.",neutral,everyday_stress
"My thinking feels nonstop and exhausting.",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while worrying about responsibilities.",mixed_depression_primary,sadness_with_worry
"My mood fluctuates gently throughout the evening.",mixed_balanced,fluctuating_mood
"I rethink conversations hours later.",anxiety_primary,overthinking
"I feel disconnected from things I once enjoyed.",depression_primary,loss_of_interest
"I’m simply tired after completing routine work.",neutral,temporary_tiredness
"My worries repeat until I feel emotionally low.",mixed_anxiety_primary,rumination_and_sadness
"I expect setbacks even when things seem stable.",mixed_depression_primary,pessimistic_anxiety
"I feel stress and sadness sharing equal presence.",mixed_balanced,stress_and_low_mood_equal
"My body feels tense when anticipating events.",anxiety_primary,physical_tension
"I feel emotionally muted during social time.",depression_primary,emotional_flatness
"I spent time reflecting quietly this evening.",neutral,self_reflection
"I feel worried while emotionally worn down.",mixed_anxiety_primary,worry_with_low_mood
"My energy stays low while thoughts remain active.",mixed_depression_primary,low_energy_overthinking
"My emotions feel mixed and difficult to label.",mixed_balanced,emotional_confusion
"I'm constantly replaying small conversations in my head and wondering if I said something wrong",anxiety_primary,overthinking
"Lately I feel oddly disconnected from things I used to enjoy, and it makes me question myself",depression_primary,loss_of_interest
"I've been tired after work but I think it's just been a busy week",neutral,temporary_tiredness
"Some days I feel low and also tense about everything coming up",mixed_anxiety_primary,worry_with_low_mood
"I wake up already feeling drained and then start worrying about how the day will go",mixed_depression_primary,low_energy_overthinking
"My mood seems to shift between okay and slightly down without a clear reason",mixed_balanced,fluctuating_mood
"I keep imagining worst-case scenarios even when nothing is actually wrong",anxiety_primary,worry_future
"I struggle to start tasks lately and it makes me wonder why my motivation dipped",depression_primary,low_motivation
"I asked a friend if my reactions seem normal because I've been thinking about it a lot",neutral,reassurance_seeking
"I feel restless but also a bit sad at the same time",mixed_anxiety_primary,rumination_and_sadness
"I notice I feel heavy emotionally while still worrying about little things",mixed_depression_primary,sadness_with_worry
"My feelings are hard to label lately, like I can't tell if I'm stressed or just tired",mixed_balanced,emotional_confusion
"I get tense shoulders whenever I think about upcoming plans",anxiety_primary,physical_tension
"I don't feel excited about hobbies recently, even though I still do them",depression_primary,emotional_flatness
"I've just been reflecting more on my habits and wondering if that's normal",neutral,self_reflection
"I feel worn out from worrying but can't seem to switch my thoughts off",mixed_anxiety_primary,anxious_exhaustion
"I feel low energy and keep analyzing everything I said earlier",mixed_depression_primary,low_energy_overthinking
"Sometimes I feel equally stressed and slightly down at the same time",mixed_balanced,stress_and_low_mood_equal
"I keep questioning future decisions even when they're small",anxiety_primary,uncertainty
"I've noticed it takes extra effort to get moving in the morning",depression_primary,low_motivation
"I might just be overwhelmed from daily responsibilities, but I keep checking in with myself",neutral,everyday_stress
"I feel anxious and a bit gloomy together lately",mixed_anxiety_primary,worry_with_low_mood
"I feel sad but also oddly alert about things that could go wrong",mixed_depression_primary,pessimistic_anxiety
"My emotions seem mixed and unclear lately",mixed_balanced,emotional_confusion
"I replay conversations before bed more than I used to",anxiety_primary,overthinking
"I don't feel particularly sad, just emotionally muted sometimes",depression_primary,emotional_flatness
"I wondered if everyone feels this tired after a long week",neutral,temporary_tiredness
"I feel drained from constant thinking and it leaves me slightly down",mixed_anxiety_primary,anxious_exhaustion
"I notice worries creeping in even when my mood is already low",mixed_depression_primary,sadness_with_worry
"My mood swings gently between stressed and calm during the day",mixed_balanced,fluctuating_mood
"I worry about things that haven't even happened yet",anxiety_primary,worry_future
"I struggle to care about plans I normally look forward to",depression_primary,loss_of_interest
"I keep asking myself if I'm overreacting to normal stress",neutral,reassurance_seeking
"I feel stuck thinking and slightly sad afterward",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic about small things and also tense",mixed_depression_primary,pessimistic_anxiety
"I can't quite decide what emotion fits how I feel lately",mixed_balanced,emotional_confusion
"I feel a knot in my stomach when thinking about uncertainty",anxiety_primary,physical_tension
"It's harder to start chores even though nothing major changed",depression_primary,low_motivation
"I've been thinking about my emotional patterns more than usual",neutral,self_reflection
"I feel mentally tired from constant worrying",mixed_anxiety_primary,anxious_exhaustion
"I feel low and then start worrying about why I feel that way",mixed_depression_primary,low_energy_overthinking
"I feel equally weighed down by stress and low mood",mixed_balanced,stress_and_low_mood_equal
"I second-guess decisions long after making them",anxiety_primary,overthinking
"Activities feel slightly dull even though I know I enjoy them",depression_primary,loss_of_interest
"I've just had a lot going on lately which might explain how I feel",neutral,everyday_stress
"I feel worried and a little sad in the evenings",mixed_anxiety_primary,worry_with_low_mood
"My energy feels low while my mind keeps racing",mixed_depression_primary,low_energy_overthinking
"My feelings change throughout the day without a clear pattern",mixed_balanced,fluctuating_mood
"I often feel unsure about what will happen next",anxiety_primary,uncertainty
"I notice a lack of enthusiasm lately and it surprises me",depression_primary,emotional_flatness
"I checked with friends to see if they ever feel this way too",neutral,reassurance_seeking
"I feel tense and emotionally tired together",mixed_anxiety_primary,anxious_exhaustion
"I feel sad but also constantly anticipating problems",mixed_depression_primary,pessimistic_anxiety
"I feel both stressed and down in roughly equal amounts",mixed_balanced,stress_and_low_mood_equal
"My thoughts keep circling around small worries",anxiety_primary,overthinking
"I feel slower to engage with things recently",depression_primary,low_motivation
"I might just be overthinking normal tiredness",neutral,temporary_tiredness
"I feel anxious thoughts mixed with low mood",mixed_anxiety_primary,rumination_and_sadness
"I feel worried even when my energy is low",mixed_depression_primary,sadness_with_worry
"I struggle to explain what emotion is strongest lately",mixed_balanced,emotional_confusion
"I get tense thinking about future responsibilities",anxiety_primary,worry_future
"I don't feel excitement the way I used to sometimes",depression_primary,loss_of_interest
"I've been reflecting on whether stress is affecting me more than usual",neutral,self_reflection
"I feel emotionally worn down by constant concern",mixed_anxiety_primary,anxious_exhaustion
"My thoughts become negative while I also feel tired",mixed_depression_primary,pessimistic_anxiety
"My mood shifts gently between calm and slightly low",mixed_balanced,fluctuating_mood
"I feel unsure about decisions that used to feel easy",anxiety_primary,uncertainty
"I notice reduced motivation even for simple tasks",depression_primary,low_motivation
"I think I'm just dealing with everyday pressure but I keep questioning it",neutral,everyday_stress
"I feel worry sitting alongside sadness",mixed_anxiety_primary,worry_with_low_mood
"I feel drained and keep replaying worries",mixed_depression_primary,low_energy_overthinking
"I can't tell if I'm stressed or just emotionally off balance",mixed_balanced,emotional_confusion
"I keep analyzing tiny details from earlier conversations",anxiety_primary,overthinking
"I feel emotionally flat some mornings",depression_primary,emotional_flatness
"I asked myself if this level of stress is typical",neutral,reassurance_seeking
"I feel exhausted by thinking yet slightly down too",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while anticipating future problems",mixed_depression_primary,sadness_with_worry
"I feel both tension and low mood equally lately",mixed_balanced,stress_and_low_mood_equal
"I feel tightness in my chest when thinking ahead",anxiety_primary,physical_tension
"I struggle to feel motivated even for hobbies",depression_primary,loss_of_interest
"I've been tired but still functioning normally",neutral,temporary_tiredness
"I feel worried and gloomy during quiet moments",mixed_anxiety_primary,rumination_and_sadness
"I feel low energy and pessimistic thoughts together",mixed_depression_primary,pessimistic_anxiety
"My emotions feel mixed and hard to sort out",mixed_balanced,emotional_confusion
"I keep imagining different outcomes for future plans",anxiety_primary,worry_future
"I find it harder to start projects recently",depression_primary,low_motivation
"I've been reflecting more on how I react to stress",neutral,self_reflection
"I feel emotionally tired from worrying too much",mixed_anxiety_primary,anxious_exhaustion
"I feel sad and keep analyzing why",mixed_depression_primary,low_energy_overthinking
"My mood fluctuates between okay and slightly low",mixed_balanced,fluctuating_mood
"I question whether I'm prepared for upcoming events",anxiety_primary,uncertainty
"I feel less interested in things that usually cheer me up",depression_primary,loss_of_interest
"I wonder if I'm just experiencing normal life stress",neutral,everyday_stress
"I feel anxious and down after long days",mixed_anxiety_primary,worry_with_low_mood
"I feel worried even when I lack energy to act",mixed_depression_primary,sadness_with_worry
"I feel equally stressed and emotionally heavy",mixed_balanced,stress_and_low_mood_equal
"I replay moments repeatedly before sleeping",anxiety_primary,overthinking
"I feel emotionally muted during conversations sometimes",depression_primary,emotional_flatness
"I've been checking in with myself more often lately",neutral,self_reflection
"I feel worn down from thinking and slightly sad afterward",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic thoughts mixing with tiredness",mixed_depression_primary,pessimistic_anxiety
"My feelings change subtly throughout the week",mixed_balanced,fluctuating_mood
"I feel tense about decisions that aren't urgent",anxiety_primary,physical_tension
"I struggle to get excited about weekend plans",depression_primary,loss_of_interest
"I might just need rest after a busy schedule",neutral,temporary_tiredness
"I feel anxious thoughts paired with low energy",mixed_anxiety_primary,anxious_exhaustion
"I feel sad and worry at the same time",mixed_depression_primary,sadness_with_worry
"I can't clearly describe my emotional state lately",mixed_balanced,emotional_confusion
"I keep thinking about what might go wrong tomorrow",anxiety_primary,worry_future
"I notice motivation fading during the day",depression_primary,low_motivation
"I've asked others if they also feel overwhelmed sometimes",neutral,reassurance_seeking
"I feel tense and slightly sad during quiet moments",mixed_anxiety_primary,worry_with_low_mood
"I feel drained while worrying about small details",mixed_depression_primary,low_energy_overthinking
"I feel both stressed and low without one standing out",mixed_balanced,stress_and_low_mood_equal
"I keep doubting my choices afterward",anxiety_primary,overthinking
"I feel emotionally flat even during good news",depression_primary,emotional_flatness
"I've just been under regular daily pressure lately",neutral,everyday_stress
"I feel mentally exhausted from worry",mixed_anxiety_primary,anxious_exhaustion
"I feel low and anticipate problems more easily",mixed_depression_primary,pessimistic_anxiety
"My mood seems inconsistent lately",mixed_balanced,fluctuating_mood
"I feel uncertain about simple plans",anxiety_primary,uncertainty
"I struggle to begin tasks without clear reason",depression_primary,low_motivation
"I wonder if this is just normal overthinking",neutral,self_reflection
"I feel worry mixed with sadness in the evenings",mixed_anxiety_primary,rumination_and_sadness
"I feel tired while my mind focuses on negative possibilities",mixed_depression_primary,pessimistic_anxiety
"I feel emotionally balanced between stress and low mood",mixed_balanced,stress_and_low_mood_equal
"I notice physical tension when deadlines approach",anxiety_primary,physical_tension
"I feel less enjoyment from routine activities",depression_primary,loss_of_interest
"I've been more tired than usual but still managing",neutral,temporary_tiredness
"I feel anxious thoughts lingering with low mood",mixed_anxiety_primary,worry_with_low_mood
"I feel low energy while worrying about future outcomes",mixed_depression_primary,low_energy_overthinking
"My emotions feel blended together lately",mixed_balanced,emotional_confusion
"I keep imagining different future scenarios repeatedly",anxiety_primary,worry_future
"I find it harder to stay motivated recently",depression_primary,low_motivation
"I've been asking myself whether I'm just stressed",neutral,reassurance_seeking
"I feel drained from thinking too much",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while still worrying about responsibilities",mixed_depression_primary,sadness_with_worry
"My mood shifts slightly throughout the day",mixed_balanced,fluctuating_mood
"I second-guess conversations hours later",anxiety_primary,overthinking
"I feel emotionally distant from things sometimes",depression_primary,emotional_flatness
"I've been reflecting on my feelings more than usual",neutral,self_reflection
"I feel worried and down at the same time lately",mixed_anxiety_primary,worry_with_low_mood
"I feel tired and pessimistic about small issues",mixed_depression_primary,pessimistic_anxiety
"I feel both stressed and low equally",mixed_balanced,stress_and_low_mood_equal
"I feel unsure about what comes next",anxiety_primary,uncertainty
"I lack enthusiasm for activities lately",depression_primary,loss_of_interest
"I might just be dealing with normal workload stress",neutral,everyday_stress
"I feel emotionally tired from worrying",mixed_anxiety_primary,anxious_exhaustion
"I feel low energy and keep replaying thoughts",mixed_depression_primary,low_energy_overthinking
"My emotions feel confusing and mixed",mixed_balanced,emotional_confusion
"I notice tension in my body when thinking ahead",anxiety_primary,physical_tension
"I feel slower to engage with tasks",depression_primary,low_motivation
"I've wondered if this level of tiredness is typical",neutral,temporary_tiredness
"I feel worry looping alongside sadness",mixed_anxiety_primary,rumination_and_sadness
"I feel sad and anxious about future possibilities",mixed_depression_primary,sadness_with_worry
"My mood alternates gently between stress and calm",mixed_balanced,fluctuating_mood
"I keep worrying about outcomes beyond my control",anxiety_primary,worry_future
"I feel emotionally flat during parts of the day",depression_primary,emotional_flatness
"I asked friends if they also overthink like this",neutral,reassurance_seeking
"I feel anxious exhaustion more than anything",mixed_anxiety_primary,anxious_exhaustion
"I feel pessimistic thoughts appearing when energy is low",mixed_depression_primary,pessimistic_anxiety
"I feel equally stressed and slightly down",mixed_balanced,stress_and_low_mood_equal
"I notice reduced motivation even for simple errands",depression_primary,low_motivation
"I've been analyzing my mood changes lately",neutral,self_reflection
"I feel tense and emotionally low together",mixed_anxiety_primary,worry_with_low_mood
"I feel tired while worrying about upcoming plans",mixed_depression_primary,low_energy_overthinking
"My feelings seem hard to categorize",mixed_balanced,emotional_confusion
"I feel unsure about future plans",anxiety_primary,uncertainty
"I don't feel as interested in hobbies recently",depression_primary,loss_of_interest
"I might just need a break from daily stress",neutral,everyday_stress
"I feel sadness mixed with constant thinking",mixed_anxiety_primary,rumination_and_sadness
"I feel low and worried at the same time",mixed_depression_primary,sadness_with_worry
"My mood gently fluctuates throughout the week",mixed_balanced,fluctuating_mood
"I notice tension whenever deadlines get closer",anxiety_primary,physical_tension
"I struggle to feel enthusiastic lately",depression_primary,emotional_flatness
"I've been more tired after normal routines",neutral,temporary_tiredness
"I feel mentally drained from worrying thoughts",mixed_anxiety_primary,anxious_exhaustion
"I feel pessimistic while lacking energy",mixed_depression_primary,pessimistic_anxiety
"I feel stress and low mood in equal measure",mixed_balanced,stress_and_low_mood_equal
"I keep imagining possible problems ahead",anxiety_primary,worry_future
"I find starting tasks unusually difficult lately",depression_primary,low_motivation
"I keep checking whether my reactions seem normal",neutral,reassurance_seeking
"I feel worry and sadness blending together",mixed_anxiety_primary,worry_with_low_mood
"I feel tired while analyzing every decision",mixed_depression_primary,low_energy_overthinking
"My emotions feel unclear and mixed",mixed_balanced,emotional_confusion
"I replay conversations repeatedly in my head",anxiety_primary,overthinking
"I feel less enjoyment from things I usually like",depression_primary,loss_of_interest
"I've been reflecting on stress levels more",neutral,self_reflection
"I feel exhausted from thinking constantly",mixed_anxiety_primary,anxious_exhaustion
"I feel sad and worry about why I feel that way",mixed_depression_primary,sadness_with_worry
"My mood shifts slightly between calm and low",mixed_balanced,fluctuating_mood
"I feel uncertain about small decisions lately",anxiety_primary,uncertainty
"I notice emotional dullness at times",depression_primary,emotional_flatness
"I might just be experiencing regular life stress",neutral,everyday_stress
"I feel anxious thoughts paired with sadness",mixed_anxiety_primary,rumination_and_sadness
"I feel pessimistic when my energy drops",mixed_depression_primary,pessimistic_anxiety
"I feel equally stressed and low emotionally",mixed_balanced,stress_and_low_mood_equal
"I feel physical tension thinking about tomorrow",anxiety_primary,physical_tension
"I struggle to feel motivated during the day",depression_primary,low_motivation
"I've wondered if everyone feels this tired sometimes",neutral,temporary_tiredness
"I feel worry lingering alongside low mood",mixed_anxiety_primary,worry_with_low_mood
"I feel drained while worrying about responsibilities",mixed_depression_primary,low_energy_overthinking
"My feelings feel blended and confusing lately",mixed_balanced,emotional_confusion
"I keep anticipating future problems",anxiety_primary,worry_future
"I feel less interested in social plans recently",depression_primary,loss_of_interest
"I've asked myself if I'm just overthinking",neutral,reassurance_seeking
"I feel emotionally exhausted from constant concern",mixed_anxiety_primary,anxious_exhaustion
"I feel sad while expecting negative outcomes",mixed_depression_primary,pessimistic_anxiety
